Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Título,Precio,Moneda,Tipo de vendedor,Con cámara de retroceso,Edad,Km promedio por año
Peugeot,208,2024.0,Feline,,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 208 Feline 1.6 Nafta 0km Nv,26631.58,U$S,tienda,,0.0,0.0
Peugeot,208,2024.0,ACTIVE PACK AT,Gris,Nafta,5.0,Automática,,SUV,0, Peugeot 208 Active Pack  At,20500.0,U$S,concesionaria,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Verde,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,5.0,Automática,2.0,SUV,103000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,34736.84,U$S,tienda,,6.0,17166.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,44000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48700.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48700.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60273.68,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,56736.84,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,56736.84,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49500.0,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,2.0 Gt-line Hdi Pack Tiptronic,Gris,Diésel,5.0,Automática,2.0,SUV,0,Peugeot 3008 2.0 Gt-line Hdi Pack Tiptronic,52000.0,U$S,tienda,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Negro,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,50526.32,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51052.63,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,57894.74,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,57894.74,U$S,tienda,,1.0,0.0
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Blanco,Diésel,5.0,Automática,2.0,SUV,145000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,29473.68,U$S,concesionaria,,5.0,29000.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,56789.47,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,50315.79,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51263.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,57894.74,U$S,tienda,Sí,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,52526.32,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,47368.42,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,46200.0,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53914.31,U$S,tienda,,0.0,0.0
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,5.0,Automática,2.0,SUV,72000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,32631.58,U$S,tienda,Sí,5.0,14400.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51263.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48500.0,U$S,concesionaria,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48700.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49473.68,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48421.05,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,2.0 Gt-line Hdi Pack Tiptronic,Azul,Diésel,5.0,Automática,2.0,SUV,0,Peugeot 3008 2.0 Gt-line Hdi Pack Tiptronic,52000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49157.89,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,48500.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,56380.0,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,56378.95,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54094.74,U$S,concesionaria,Sí,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54105.26,U$S,concesionaria,Sí,1.0,0.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Rojo,Diésel,5.0,Automática,2.0,SUV,112000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,25157.89,U$S,concesionaria,,6.0,18666.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,31684.21,U$S,tienda,,1.0,0.0
Peugeot,3008,2020.0,2.0 Gt-line Hdi Tiptronic,Blanco,Diésel,5.0,Automática,2.0,SUV,72500,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,32526.32,U$S,tienda,,4.0,18125.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,57894.74,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54560.0,U$S,tienda,,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51263.16,U$S,tienda,Sí,0.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54561.05,U$S,tienda,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53578.95,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54565.26,U$S,tienda,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Tiptronic,53368.42,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2021.0,2.0 Gt-line Hdi Tiptronic,Verde,Diésel,5.0,Automática,2.0,SUV,29000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,37600.0,U$S,particular,,3.0,9666.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53368.42,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53473.68,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,47368.42,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,46900.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53663.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Tiptronic,45263.16,U$S,tienda,,3.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,8000,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49900.0,U$S,concesionaria,,1.0,8000.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,3700,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,47368.42,U$S,tienda,,1.0,3700.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Plateado,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51263.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,52736.84,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54210.53,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,55000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,29000.0,U$S,tienda,,6.0,9166.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,52000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,69000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,29900.0,U$S,concesionaria,No,6.0,11500.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54563.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,46210.53,U$S,particular,Sí,1.0,1111.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Plateado,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60623.16,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54562.11,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51684.21,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,57894.74,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54564.21,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51578.95,U$S,tienda,,1.0,0.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51242.11,U$S,tienda,Sí,0.0,0.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Gris,Diésel,5.0,Automática,2.0,SUV,90000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,36315.79,U$S,tienda,,6.0,15000.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54210.53,U$S,concesionaria,Sí,1.0,0.0
Peugeot,3008,2023.0,GT PACK TIP,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 GT PACK TIP,57894.74,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,53263.16,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,55368.42,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2019.0,1.6 Gt-line Thp Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,87018,Peugeot 3008 1.6 Gt-line Thp Tiptronic,28000.0,U$S,concesionaria,,5.0,17403.0
Peugeot,3008,2024.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,63450.95,U$S,tienda,,0.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60273.68,U$S,tienda,,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,118000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,28500.0,U$S,concesionaria,Sí,6.0,19666.0
Peugeot,3008,2019.0,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,5.0,Automática,2.0,SUV,30000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,34990.0,U$S,particular,,5.0,6000.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,49473.68,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60631.58,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,5.0,Automática,2.0,SUV,103400,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,29473.68,U$S,tienda,,6.0,17233.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,5.0,Automática,2.0,SUV,103000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,34736.84,U$S,tienda,,6.0,17166.0
Peugeot,3008,2017.0,1.6 Gt-line Thp Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,78000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,29000.0,U$S,tienda,,7.0,11142.0
Peugeot,3008,2022.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,concesionaria,,2.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60631.58,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2018.0,2.0 Gt-line Hdi Tiptronic,Gris,Diésel,5.0,Automática,2.0,SUV,90000,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,36315.79,U$S,tienda,,6.0,15000.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Tiptronic,35789.47,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Marrón,Nafta,5.0,Automática,1.6,SUV,88000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,26210.53,U$S,concesionaria,,6.0,14666.0
Peugeot,3008,2020.0,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,30000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,34499.0,U$S,concesionaria,,4.0,7500.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,44000.0,U$S,tienda,,1.0,0.0
Peugeot,3008,2018.0,GT-LINE HDI TIPTRONIC,Rojo,Diésel,5.0,Automática,2.0,SUV,88000,Peugeot 3008 GT-LINE HDI TIPTRONIC,31578.95,U$S,concesionaria,,6.0,14666.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,tienda,Sí,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,77849,Peugeot 3008 1.6 Gt-line Thp Tiptronic,32526.32,U$S,concesionaria,,6.0,12974.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,60624.0,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,52631.58,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51578.95,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Tiptronic,Verde,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Tiptronic,60624.0,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2023.0,GT PACK HDI TIPTRONIC,Gris,Diésel,5.0,Automática,2.0 HDI,SUV,0,Peugeot 3008 GT PACK HDI TIPTRONIC,62105.26,U$S,concesionaria,Sí,1.0,0.0
Peugeot,3008,2021.0,2.0 Gt-line Hdi Tiptronic,Gris oscuro,Diésel,5.0,Automática,2.0,SUV,1001,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,55789.47,U$S,tienda,No,3.0,333.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,42822.11,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2022.0,1.6 Gt-line Thp Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,15000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,41900.0,U$S,tienda,,2.0,7500.0
Peugeot,3008,2022.0,1.6 Gt-line Thp Pack Tiptronic,Plateado,Nafta,5.0,Automática,1.6,SUV,15000,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,41900.0,U$S,tienda,,2.0,7500.0
Peugeot,3008,2021.0,1.6 Gt-line Thp Tiptronic,,Nafta,5.0,Automática,1.6,SUV,36900,Peugeot 3008 1.6 Gt-line Thp Tiptronic,40000.0,U$S,particular,,3.0,12300.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,54561.58,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Tiptronic,51578.95,U$S,tienda,,1.0,0.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51052.63,U$S,concesionaria,,1.0,0.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,100000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,28736.84,U$S,tienda,,6.0,16666.0
Peugeot,3008,2018.0,1.6 Gt-line Thp Tiptronic,Gris,Nafta,5.0,Automática,1.6,SUV,99000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,24900.0,U$S,particular,Sí,6.0,16500.0
Peugeot,3008,2017.0,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5.0,Automática,1.6,SUV,60000,Peugeot 3008 1.6 Gt-line Thp Tiptronic,35263.16,U$S,concesionaria,,7.0,8571.0
Peugeot,3008,2023.0,1.6 Gt-line Thp Pack Tiptronic,Blanco,Nafta,5.0,Automática,1.6,SUV,0,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,51578.95,U$S,tienda,,1.0,0.0
